lon,lat,SA code
-6.411133524349862,54.35980392967725,N00000468
-6.409863632941847,54.35578259386583,N00000469
-6.641680814265088,54.34627679371131,N00000470
-6.635402558803102,54.34405574062189,N00000471
-6.638817383346553,54.343754143963366,N00000472
-6.636712968655467,54.35014134347851,N00000473
-6.645656751195893,54.3502272568949,N00000474
-6.643695900407963,54.348038931697175,N00000475
-6.635557688861515,54.3458074968218,N00000476
-6.305359738968859,54.86694908977468,N00000477
-6.286244851730148,54.8653451325281,N00000478
-6.308262861039217,54.860340542887855,N00000479
-6.303179172914251,54.872699197402774,N00000480
-6.2934789245564255,54.86621320019012,N00000481
-6.3676085126362105,54.86591605416249,N00000487
-6.3501662827488685,54.86489677591848,N00000488
-6.364026551012056,54.8522781560122,N00000482
-6.370793620552015,54.8538097044634,N00000483
-6.359903235723206,54.85619435765402,N00000489
-6.37252707982563,54.843028961061435,N00000490
-6.373731926155263,54.85103613212457,N00000484
-6.369158671905905,54.852441684988854,N00000485
-6.358597456345533,54.84185114954873,N00000491
-6.348228641139161,54.84137799906393,N00000492
-6.373928439498584,54.85551512183991,N00000486
-6.295719455893761,54.85809438787944,N00000493
-6.288849359306109,54.855075130874134,N00000494
-6.2947055223229755,54.85393138381878,N00000495
-6.298862896659302,54.850312324505,N00000496
-6.306398441889293,54.8436237901926,N00000497
-6.284969949232171,54.86092854786625,N00000498
-6.27031715674184,54.85295134471323,N00000499
-6.2630354132637125,54.85162083232394,N00000500
-6.273818717448158,54.85137677450758,N00000501
-6.269579942739205,54.85065341570129,N00000502
-6.268188249397256,54.84601433552568,N00000503
-6.272634420046271,54.84699083561173,N00000504
-6.254254410143018,54.85953800005649,N00000505
-6.254024237599147,54.85541227966038,N00000506
-6.251601590967449,54.86017511499215,N00000507
-6.260279002731507,54.857075557221165,N00000508
-6.252697377696005,54.86538797189789,N00000509
-6.257169000583231,54.860684713835724,N00000510
-6.288883150737519,54.87324840670903,N00000511
-6.292870500469931,54.87858137033994,N00000512
-6.298587783824242,54.8775545521259,N00000513
-6.288317541396025,54.87623363372264,N00000514
-6.2927841634856,54.87478411573033,N00000515
-6.300378743346547,54.874804990817225,N00000516
-6.292784441967985,54.872758331855216,N00000517
-6.194287300132346,54.90046867645525,N00000522
-6.208692550189047,54.89668726452787,N00000523
-6.226021502742309,54.90316819863106,N00000524
-6.2017408644234076,54.8917903705036,N00000525
-6.240297677141833,54.88451342609973,N00000518
-6.223044561420598,54.89045472835022,N00000519
-6.211383600258526,54.89138410416665,N00000520
-6.218025790192078,54.88585432101806,N00000521
-6.279206853645513,54.86668105569956,N00000526
-6.280906720334544,54.86347855838528,N00000527
-6.2779059543138285,54.86332889469382,N00000528
-6.268661725144676,54.86298616189408,N00000529
-6.265953294135529,54.86619855860594,N00000530
-6.269966482799876,54.869570889175044,N00000531
-6.274841437893704,54.8671392875254,N00000532
-6.268977930516304,54.86560414877555,N00000533
-6.315549564165748,54.954904425241146,N00000534
-6.329691355109286,54.92995827782461,N00000535
-6.265707073381168,54.915970527250266,N00000536
-6.342767243441439,54.90525824900089,N00000537
-6.305627290305436,54.89985024097972,N00000538
-6.275954231059328,54.890403445301125,N00000539
-6.3600204506167595,54.88299666251085,N00000540
-6.341851262774682,54.88271153156873,N00000541
-6.354362979495616,54.89342723335986,N00000542
-6.3418785435623235,54.89066923173793,N00000543
-6.346902063376018,54.88874609393374,N00000544
-6.350533132376802,54.8927369047362,N00000545
-6.353385081124836,54.890944767758484,N00000546
-6.35275726585499,54.8890286520247,N00000547
-6.350262889310962,54.88613790499415,N00000548
-6.277555522656799,54.879923894265154,N00000549
-6.27510506646069,54.88539322723979,N00000550
-6.273918902273699,54.883558000519045,N00000551
-6.268365859271417,54.883327651330724,N00000552
-6.277621219481822,54.8826182030999,N00000553
-6.271595459559987,54.882230300289564,N00000554
-6.270829889175928,54.880608073262785,N00000555
-6.273721743049644,54.87905829212026,N00000556
-6.434249214052059,54.910950119434666,N00000557
-6.386602911073538,54.90998915329709,N00000558
-6.375980625879574,54.891693223995155,N00000559
-6.39835377099691,54.882794298776474,N00000560
-6.396323871434762,54.9538906234304,N00000561
-6.375454055784757,54.93880177760759,N00000562
-6.273726924860233,54.875125932207055,N00000563
-6.273760074354044,54.87036530526144,N00000564
-6.277071273553258,54.8725078825876,N00000565
-6.267732814780384,54.873215066516444,N00000566
-6.325996215904569,54.87342704637251,N00000567
-6.334124397419513,54.851065871725304,N00000571
-6.324802300389564,54.8623451140757,N00000568
-6.313136251909862,54.8653671287048,N00000572
-6.325937031150168,54.85838724493227,N00000569
-6.303369019508257,54.85683999046576,N00000573
-6.314298905612876,54.854591646333006,N00000574
-6.330100534952674,54.852246081006406,N00000570
-6.287963476002323,54.986525202888465,N00000575
-6.170010383216951,55.009228172937576,N00000576
-6.220675389062458,55.00368411927527,N00000577
-6.174943193978105,54.98047303426055,N00000578
-6.2398489145841065,54.96423240654018,N00000579
-6.266815431038836,54.96124418743912,N00000580
-6.223160184686197,54.943422174501144,N00000581
-6.142984385769822,54.82004494545249,N00000582
-6.248768412395505,54.839523631253385,N00000583
-6.202680404526238,54.82641881052219,N00000584
-6.03355990632282,54.83883774316411,N00000585
-6.116762092193967,54.83498935146614,N00000586
-6.220458777474172,54.836790949677365,N00000587
-6.164921858051539,54.836022157392385,N00000588
-6.4388102031999015,54.79733809298247,N00000589
-6.322504558131428,54.81853986511952,N00000590
-6.3980570078799275,54.832263857598114,N00000591
-6.4015041714684155,54.807360228504116,N00000592
-6.443522968770721,54.82213019558826,N00000593
-6.352114086262903,54.811177020526394,N00000594
-6.384628070220855,54.7975044953543,N00000595
-6.281780154023287,54.84227775202406,N00000596
-6.273287522458164,54.85990628470794,N00000597
-6.2790089120799415,54.858797585149055,N00000598
-6.274986061501534,54.86081305228134,N00000599
-6.277647737698402,54.85322377954322,N00000600
-6.28300747761523,54.85360213555681,N00000601
-6.2826302038816015,54.85102170412658,N00000602
-6.205151812462398,54.803362239497055,N00000603
-6.216454083372437,54.79753666483648,N00000604
-6.28029614761049,54.8056091118972,N00000608
-6.2439599721613925,54.80509238528021,N00000609
-6.229987632054302,54.796019673335465,N00000610
-6.284716216652233,54.82797501530038,N00000611
-6.2192861070369565,54.808850567905324,N00000605
-6.212043980311356,54.80436796473013,N00000606
-6.219185499822312,54.806445409926546,N00000607
-6.2722500737602065,54.85805246407631,N00000612
-6.269098723979469,54.8573614123885,N00000613
-6.263374964303168,54.855348390226894,N00000614
-6.2655553970273585,54.85968962459372,N00000615
-6.262361570587595,54.86060950762044,N00000616
-6.264144179569146,54.8578597704393,N00000617
-6.284601784381338,54.867879093707856,N00000618
-6.284488627024728,54.88038546860118,N00000619
-6.2834656589834,54.878181147314336,N00000620
-6.282062640672672,54.8738664324703,N00000621
-6.28150915868241,54.87018772200275,N00000622
-6.482938957159795,54.903155053409094,N00000627
-6.44911312489579,54.890222510085124,N00000628
-6.449703409391259,54.87302807240301,N00000623
-6.477832436945287,54.87814199015042,N00000629
-6.410884796359305,54.862585530760086,N00000624
-6.46898828716745,54.87578838433247,N00000630
-6.477195929910622,54.871942954338294,N00000625
-6.443657261132236,54.850395855627106,N00000626
-6.121310465245132,54.87924149149869,N00000631
-6.168425674951247,54.88040216956089,N00000632
-6.196170527921377,54.88613247699981,N00000633
-6.167699925842345,54.941325129215905,N00000634
